ID,Count.StartTime,Count.UnitTypeID,Count.Booked Weight,Count.VGM Weight,Corrected Weight,Variance
14382306,44952,TC30,34000,,34000,0
14382306,44952,TC30,34000,29,29000,5000
14471442,44991,TC30,29000,30,30000,-1000
14357774,44943,CON30,32000,28,28000,4000
14432964,44974,TC30,34000,29,29000,5000
14516562,45005,TC30,29000,28,28000,1000
14516562,45005,TC30,29000,,29000,0
14451231,44977,CON30,27000,27,27000,0
14451231,44977,CON30,27000,,27000,0
14451076,44979,CON30,29280,30,30000,-720
14443656,44979,CON30,29280,29,29000,280
14380227,44951,CON30,31000,28,28000,3000
14395679,44956,CON30,31000,29,29000,2000
14346151,44938,CON30,4000,4,4000,0
14469317,44986,CON30,4000,4,4000,0
14396172,44958,CON30,32000,28,28000,4000
14462002,44985,CON30,4000,4,4000,0
14466303,44988,CON30,29280,30,30000,-720
14466303,44988,CON30,29280,,29280,0
14432545,44971,CON30,29280,30,30000,-720
14353409,44942,CON30,29280,29,29000,280
14471409,44991,CON30,29280,30,30000,-720
14389484,44956,CON30,29280,29,29000,280
14382301,44952,TC30,35000,28,28000,7000
14481444,44988,TC30,30000,30,30000,0
14355131,44942,CON30,31000,28,28000,3000
14453552,44980,TC30,34000,28,28000,6000
14527782,45008,TC30,29000,28,28000,1000
14327221,44929,CON30,29280,29,29000,280
14479999,44995,CON30,4000,4,4000,0
14328028,44929,TC30,35000,28,28000,7000
14404614,44963,TC30,35000,29,29000,6000
14357773,44943,CON30,32000,28,28000,4000
14444176,44977,CON30,31000,27,27000,4000
14527779,45008,TC30,28000,28,28000,0
14362059,44944,CON30,29280,30,30000,-720
14347682,44938,CON30,31000,28,28000,3000
14481439,44988,TC30,28000,30,30000,-2000
14454390,44979,CON30,29280,30,30000,-720
14494149,44993,CON30,30000,30,30000,0
14426588,44971,CON30,33000,29,29000,4000
14351529,44939,CON30,32000,27,27000,5000
14477670,44993,CON30,29280,30,30000,-720
14391645,44953,CON30,32000,28,28000,4000
14477680,44992,TC30,30000,,30000,0
14477680,44992,TC30,30000,30,30000,0
14423430,44970,CON30,29280,29,29000,280
14454389,44980,CON30,29280,29,29000,280
14398847,44960,CON30,32000,28,28000,4000
14330844,44930,CON30,30000,28,28000,2000
14496532,44995,TC30,28000,29,29000,-1000
14487972,44993,CON30,25000,,25000,0
14487972,44993,CON30,25000,,25000,0
14487972,44993,CON30,25000,28,28000,-3000
14487972,44993,CON30,25000,,25000,0
14487972,44993,CON30,25000,,25000,0
14487972,44993,CON30,25000,,25000,0
14336299,44931,CON30,33000,29,29000,4000
14396658,44959,CON30,31000,28,28000,3000
14422334,44967,CON30,29280,29,29000,280
14362953,44944,TC30,36000,29,29000,7000
14516933,45006,TC30,29000,28,28000,1000
14453556,44980,TC30,34000,28,28000,6000
14392838,44957,CON30,29280,29,29000,280
14462562,44986,CON30,29280,30,30000,-720
14462561,44985,CON30,29280,30,30000,-720
14398848,44960,CON30,27000,28,28000,-1000
14327220,44929,CON30,29280,29,29000,280
14368214,44950,CON30,29280,30,30000,-720
14519338,45009,CON30,29280,29,29000,280
14409306,44965,CON30,4000,4,4000,0
14337942,44935,CON30HC,4000,4,4000,0
14458585,44984,CON30HC,4000,4,4000,0
14496869,44998,CON30HC,4000,4,4000,0
14462136,44981,CON30HC,4000,4,4000,0
14357974,44943,CON30HC,4000,3,3000,1000
14408008,44964,CON30HC,4000,4,4000,0
14494854,44994,CON30HC,4000,3,3000,1000
14408010,44965,CON30HC,4000,3,3000,1000
14358153,44944,CON30HC,4000,4,4000,0
14381725,44953,CON30HC,4000,4,4000,0
14365759,44945,CON30HC,4000,4,4000,0
14331642,44931,CON30HC,4000,3,3000,1000
14327066,44929,CON30HC,4000,3,3000,1000
14372231,44949,CON30HC,4000,4,4000,0
14417304,44966,CON30HC,4000,4,4000,0
14408530,44964,CON30HC,4000,4,4000,0
14362609,44944,CON30HC,4000,4,4000,0
14508440,45001,CON30HC,4000,4,4000,0
14465096,44986,CON30HC,4000,4,4000,0
14426630,44970,CON30HC,4000,4,4000,0
14362608,44944,CON30HC,4000,4,4000,0
14488441,44994,CON30HC,4000,4,4000,0
14365758,44945,CON30HC,4000,4,4000,0
14414895,44967,CON30HC,4000,4,4000,0
14398948,44962,CON30HC,4000,4,4000,0
14523093,45007,CON30HC,4000,4,4000,0
14475505,44987,CON30HC,4000,5,5000,-1000
14475633,44988,CON30HC,4000,4,4000,0
14414673,44963,CON30HC,4000,4,4000,0
14417305,44971,CON30HC,4000,5,5000,-1000
14417305,44971,CON30HC,4000,,4000,0
14417305,44971,CON30HC,4000,,4000,0
14417305,44971,CON30HC,4000,,4000,0
14417305,44971,CON30HC,4000,,4000,0
14417305,44971,CON30HC,4000,,4000,0
14468575,44984,CON30HC,4000,4,4000,0
14345216,44936,CON30HC,4000,4,4000,0
14381335,44952,CON30HC,4000,4,4000,0
14330191,44930,CON30HC,4000,3,3000,1000
14441954,44977,CON30HC,4000,5,5000,-1000
14325073,44928,CON30HC,4000,4,4000,0
14407586,44964,CON30HC,4000,4,4000,0
14407586,44964,CON30HC,4000,,4000,0
14389437,44956,CON30HC,4000,4,4000,0
14347766,44938,CON30HC,4000,4,4000,0
14409307,44965,CON30HC,4000,3,3000,1000
14458734,44981,CON30HC,4000,5,5000,-1000
14399731,44958,CON30HC,4000,3,3000,1000
14399731,44958,CON30HC,4000,,4000,0
14491183,44994,CON30HC,4000,4,4000,0
14327114,44930,CON30HC,4000,3,3000,1000
14325090,44930,CON30HC,4000,4,4000,0
14351694,44941,CON30HC,4000,3,3000,1000
14399694,44958,CON30HC,4000,4,4000,0
14502114,44995,CON30,31000,30,30000,1000
14493481,44993,CON30,30000,,30000,0
14493481,44993,CON30,30000,29,29000,1000
14479973,44992,CON30HC,4000,4,4000,0
14374659,44951,CON30HC,4000,4,4000,0
14337943,44935,CON30HC,4000,4,4000,0
14462018,44984,CON30HC,4000,3,3000,1000
14456686,44981,CON30HC,4000,4,4000,0
14340285,44936,CON30HC,4000,4,4000,0
14380224,44951,CON30HC,4000,4,4000,0
14434632,44973,CON30HC,4000,4,4000,0
14496517,44995,TC30,28000,31,31000,-3000
14488446,44993,CON30HC,4000,3,3000,1000
14517169,45005,CON30HC,4000,4,4000,0
14456613,44980,CON30HC,4000,5,5000,-1000
14409303,44964,CON30HC,4000,4,4000,0
14372233,44950,CON30HC,4000,4,4000,0
14413806,44964,CON30HC,4000,4,4000,0
14385337,44953,CON30HC,4000,4,4000,0
14374660,44950,CON30HC,4000,4,4000,0
14325070,44928,CON30HC,4000,3,3000,1000
14472391,44988,CON30HC,4000,3,3000,1000
14527473,45008,CON30HC,4000,4,4000,0
14435746,44974,CON30HC,4000,5,5000,-1000
14514042,45005,CON30HC,4000,4,4000,0
14351697,44939,CON30HC,4000,4,4000,0
14364237,44949,CON30,32450,30,30000,2450
14395664,44958,CON30HC,4000,3,3000,1000
14392747,44957,CON30HC,4000,4,4000,0
14389441,44956,CON30HC,4000,4,4000,0
14347768,44938,CON30HC,4000,4,4000,0
14441953,44977,CON30HC,4000,5,5000,-1000
14435975,44974,CON30HC,30950,31,31000,-50
14477154,44988,CON30HC,4000,4,4000,0
14376185,44949,CON30HC,4000,4,4000,0
14401621,44960,CON30HC,4000,4,4000,0
14408529,44964,CON30HC,4000,4,4000,0
14330192,44930,CON30HC,4000,4,4000,0
14351695,44941,CON30HC,4000,3,3000,1000
14374662,44950,CON30HC,4000,4,4000,0
14462134,44981,CON30HC,4000,4,4000,0
14340289,44936,CON30HC,4000,4,4000,0
14330949,44935,CON30,30950,28,28000,2950
14402676,44960,CON30HC,4000,3,3000,1000
14353089,44942,CON30HC,4000,4,4000,0
14458587,44984,CON30HC,4000,5,5000,-1000
14414896,44966,CON30HC,4000,3,3000,1000
14386062,44951,TC30,36000,,36000,0
14386062,44951,TC30,36000,30,30000,6000
14488377,44993,CON30HC,4000,4,4000,0
14496928,44994,CON30,30000,30,30000,0
14496909,44999,CON30HC,4000,4,4000,0
14460726,44984,CON30HC,4000,4,4000,0
14365760,44946,CON30HC,4000,4,4000,0
14325089,44928,CON30HC,4000,4,4000,0
14407584,44963,CON30HC,4000,3,3000,1000
14344601,44937,CON30HC,4000,4,4000,0
14340287,44936,CON30HC,4000,4,4000,0
14462001,44986,CON30HC,4000,4,4000,0
14339485,44931,TC30,37000,29,29000,8000
14434418,44972,CON30HC,4000,4,4000,0
14426575,44967,CON30HC,4000,5,5000,-1000
14325072,44928,CON30HC,4000,4,4000,0
14331637,44930,CON30HC,4000,3,3000,1000
14331637,44930,CON30HC,4000,,4000,0
14372232,44949,CON30HC,4000,4,4000,0
14460727,44985,CON30HC,4000,3,3000,1000
14351699,44939,CON30HC,4000,4,4000,0
14353090,44942,CON30HC,4000,4,4000,0
14475631,44988,CON30HC,4000,4,4000,0
14475632,44988,CON30HC,4000,4,4000,0
14381729,44952,CON30HC,4000,4,4000,0
14385339,44953,CON30HC,4000,4,4000,0
14407583,44963,CON30HC,4000,3,3000,1000
14337948,44935,CON30HC,4000,4,4000,0
14365190,44944,CON30HC,4000,4,4000,0
14408009,44964,CON30HC,4000,4,4000,0
14462132,44984,CON30HC,4000,4,4000,0
14502863,44999,CON30HC,4000,4,4000,0
14353088,44942,CON30HC,4000,5,5000,-1000
14506863,45000,CON30HC,4000,4,4000,0
14452632,44979,CON30HC,4000,4,4000,0
14444600,44979,CON30HC,4000,3,3000,1000
14398949,44960,CON30HC,4000,4,4000,0
14381726,44952,CON30HC,4000,4,4000,0
14389438,44956,CON30HC,4000,4,4000,0
14347769,44938,CON30HC,4000,4,4000,0
14414396,44964,CON30HC,4000,4,4000,0
14379944,44950,CON30HC,4000,4,4000,0
14372129,44949,CON30HC,4000,4,4000,0
14414951,44965,CON30HC,4000,3,3000,1000
14330924,44929,CON30HC,4000,4,4000,0
14490305,44993,CON30HC,4000,4,4000,0
14517170,45005,CON30HC,4000,4,4000,0
14441826,44977,CON30HC,4000,4,4000,0
14465104,44985,CON30HC,4000,4,4000,0
14365761,44945,CON30HC,4000,4,4000,0
14413809,44964,CON30HC,4000,4,4000,0
14468576,44984,CON30HC,4000,5,5000,-1000
14395662,44958,CON30HC,4000,3,3000,1000
14347771,44939,CON30HC,4000,4,4000,0
14491184,44994,CON30HC,4000,4,4000,0
14433083,44972,CON30HC,4000,4,4000,0
14357975,44943,CON30HC,4000,4,4000,0
14401622,44959,CON30HC,4000,4,4000,0
14444601,44978,CON30HC,4000,4,4000,0
14488445,44992,CON30HC,4000,4,4000,0
14516308,45002,CON30HC,4000,4,4000,0
14520178,45007,CON30HC,4000,4,4000,0
14462131,44984,CON30HC,4000,4,4000,0
14435745,44974,CON30HC,4000,4,4000,0
14508441,45001,CON30HC,4000,4,4000,0
14353091,44939,CON30HC,4000,4,4000,0
14362816,44944,CON30HC,4000,4,4000,0
14405457,44960,CON30HC,4000,3,3000,1000
14325994,44929,CON30HC,4000,3,3000,1000
14392748,44957,CON30HC,4000,4,4000,0
14437445,44973,CON30HC,4000,4,4000,0
14388864,44959,CON30HC,4000,4,4000,0
14405456,44960,CON30HC,4000,4,4000,0
14381333,44951,CON30HC,4000,4,4000,0
14331647,44931,CON30HC,4000,4,4000,0
14491182,44994,CON30HC,4000,4,4000,0
14382260,44952,CON30HC,4000,4,4000,0
14333312,44935,CON30HC,4000,4,4000,0
14339490,44931,TC30,37000,28,28000,9000
14462017,44984,CON30HC,4000,4,4000,0
14344604,44937,CON30HC,4000,4,4000,0
14531030,45007,CON30,31000,,31000,0
14531030,45007,CON30,31000,30,30000,1000
14531030,45007,CON30,31000,,31000,0
14529164,45006,TRA,32000,31,31000,1000
14344600,44938,CON30HC,4000,,4000,0
14344600,44938,CON30HC,4000,,4000,0
14344600,44938,CON30HC,4000,3,3000,1000
14441955,44977,CON30HC,4000,4,4000,0
14532328,45008,CON30HC,4000,3,3000,1000
14457530,44979,CON30HC,4000,4,4000,0
14426576,44967,CON30HC,4000,4,4000,0
14456687,44981,CON30HC,4000,4,4000,0
14471574,44985,CON30HC,4000,4,4000,0
14347774,44939,CON30HC,4000,4,4000,0
14381728,44953,CON30HC,4000,4,4000,0
14456684,44981,CON30HC,4000,4,4000,0
14351696,44939,CON30HC,4000,4,4000,0
14368059,44946,CON30HC,4000,3,3000,1000
14408319,44965,CON30HC,4000,4,4000,0
14471575,44985,CON30HC,4000,4,4000,0
14520176,45007,CON30HC,4000,3,3000,1000
14374663,44950,CON30HC,4000,4,4000,0
14337947,44935,CON30HC,4000,4,4000,0
14425246,44966,CON30HC,4000,3,3000,1000
14346225,44938,CON30HC,4000,4,4000,0
14494802,44993,TC30,34000,31,31000,3000
14494802,44993,TC30,34000,,34000,0
14337949,44936,CON30HC,4000,4,4000,0
14330193,44930,CON30HC,4000,4,4000,0
14375731,44946,CON30HC,4000,3,3000,1000
14491271,44995,CON30HC,4000,4,4000,0
14437446,44973,CON30HC,4000,4,4000,0
14534136,45009,CON30HC,4000,4,4000,0
14340288,44936,CON30HC,4000,3,3000,1000
14479972,44991,CON30HC,4000,,4000,0
14479972,44991,CON30HC,4000,4,4000,0
14395665,44958,CON30HC,4000,3,3000,1000
14392746,44957,CON30HC,4000,4,4000,0
14365762,44945,CON30HC,4000,4,4000,0
14435035,44971,CON30HC,4000,4,4000,0
14477153,44988,CON30HC,4000,4,4000,0
14452634,44979,CON30HC,4000,4,4000,0
14383138,44951,CON30HC,4000,4,4000,0
14454387,44980,CON30HC,4000,4,4000,0
14508453,45001,CON30HC,4000,4,4000,0
14370702,44945,CON30,30000,31,31000,-1000
14395666,44958,CON30HC,4000,3,3000,1000
14454388,44979,CON30HC,4000,4,4000,0
14330958,44928,TC20,8000,4,4000,4000
14461342,44981,CON30,3000,4,4000,-1000
14365698,44943,TC20,8000,5,5000,3000
14529193,45006,TC30,6000,4,4000,2000
14327873,44929,TC30,34000,26,26000,8000
14508341,44999,TC30,36000,31,31000,5000
14502563,45006,TC20,5000,5,5000,0
14464569,44990,TC20,5000,5,5000,0
14375032,44965,TC20,5000,4,4000,1000
14463961,44985,TC30,38000,30,30000,8000
14509753,44999,TC30,32000,31,31000,1000
14509753,44999,TC30,32000,,32000,0
14507290,44998,TC20,23000,24,24000,-1000
14507290,44998,TC20,23000,,23000,0
14361339,44942,TRA,20000,20,20000,0
14469983,44984,TRA,14500,21,21000,-6500
14363205,44942,TRA,39000,36,36000,3000
14376220,44946,TRA,35000,30,30000,5000
14393038,44957,TC20,5000,5,5000,0
14418120,44967,TC20,5000,,5000,0
14437696,44977,TC20,5000,5,5000,0
14368338,44950,TC20,5000,4,4000,1000
14464525,44987,TC20,5000,5,5000,0
14475112,44992,TC20,5000,4,4000,1000
14507729,45001,TC20,5000,5,5000,0
14520952,45008,TC20,5000,5,5000,0
14437500,44977,TC20,5000,5,5000,0
14452209,44985,TC20,5000,3,3000,2000
14418187,44966,TC20,5000,5,5000,0
14496883,45002,TC20,5000,10,10000,-5000
14496882,45001,TC20,5000,5,5000,0
14525445,45005,CON40,6000,,6000,0
14525445,45005,CON40,6000,4,4000,2000
14480128,44987,CON20,2000,2,2000,0
14480129,44987,CON20,2000,2,2000,0
14458208,44986,CON20,27000,27,27000,0
14458216,44985,CON20,27000,28,28000,-1000
14458216,44985,CON20,27000,,27000,0
14458207,44985,CON20,27000,,27000,0
14458207,44985,CON20,27000,27,27000,0
14458214,44987,CON20,27000,27,27000,0
14458214,44987,CON20,27000,,27000,0
14458214,44987,CON20,27000,,27000,0
14458209,44987,CON20,27000,27,27000,0
14458217,44985,CON20,27000,,27000,0
14458217,44985,CON20,27000,28,28000,-1000
14458210,44984,CON20,27000,28,28000,-1000
14458210,44984,CON20,27000,,27000,0
14458213,44986,CON20,27000,27,27000,0
14458212,44987,CON20,27000,27,27000,0
14458215,44986,CON20,27000,27,27000,0
14458211,44984,CON20,27000,,27000,0
14458211,44984,CON20,27000,27,27000,0
14458206,44984,CON20,27000,28,28000,-1000
14458206,44984,CON20,27000,,27000,0
14333216,44930,TC20,29000,23,23000,6000
14322572,44928,TC20,31700,26,26000,5700
14454915,44979,TC20,24700,24,24000,700
14482879,44988,TC20,5000,4,4000,1000
14330311,44929,TC20,31580,31,31000,580
14348062,44942,TC20,31580,31,31000,580
14491206,44998,TC20,30000,30,30000,0
14434349,44974,TC20,30000,30,30000,0
14460944,44984,TC20,30000,28,28000,2000
14396741,44960,TC20,30000,30,30000,0
14330736,44935,TC20,31310,31,31000,310
14361535,44943,TC20,5000,5,5000,0
14384447,44952,TC20,5000,4,4000,1000
14404758,44965,TC20,30000,30,30000,0
14357745,44942,TC20,5000,5,5000,0
14326514,44930,TC20,5000,5,5000,0
14456667,44984,TC20,29000,,29000,0
14456667,44984,TC20,29000,24,24000,5000
14508333,44999,TC20,27000,24,24000,3000
14508333,44999,TC20,27000,,27000,0
14508333,44999,TC20,27000,25,25000,2000
14337422,44935,TC20,31000,31,31000,0
14396059,44956,TC20,29000,29,29000,0
14469672,44991,TC20,31000,30,30000,1000
14426422,44970,TC20,29000,23,23000,6000
14348359,44939,TC20,28000,28,28000,0
14362628,44946,TC20,31000,31,31000,0
14471437,44991,TC20,24000,24,24000,0
14506630,45000,TC20,34720,31,31000,3720
14382309,44953,TC20,25000,24,24000,1000
14326332,44930,TC20,31000,30,30000,1000
14326332,44930,TC20,31000,,31000,0
14469670,44988,TC20,30000,30,30000,0
14471804,44987,TC20,5000,5,5000,0
14471804,44987,TC20,5000,,5000,0
14490972,44998,TC20,5000,5,5000,0
14528482,45009,TC20,5000,5,5000,0
14490975,44999,TC23,5000,5,5000,0
14455041,44981,TC26,31000,31,31000,0
14483043,44994,TC26,5000,5,5000,0
14355790,44944,TC26,28000,28,28000,0
14408062,44966,TC20,32000,31,31000,1000
14477871,44992,TC26,31000,31,31000,0
14420676,44977,TC26,30000,30,30000,0
14398943,44959,TC26,31000,30,30000,1000
14404844,44963,TC26,5000,5,5000,0
14386216,44953,TC26,5000,5,5000,0
14471805,44988,TC26,5000,4,4000,1000
14490973,44995,TC26,5000,5,5000,0
14453990,44979,TC20,27320,28,28000,-680
14516851,45005,TC26,25000,25,25000,0
14400207,44959,TC26,28000,28,28000,0
14365105,44945,TC26,28000,28,28000,0
14477665,44991,TC20,30000,28,28000,2000
14477665,44991,TC20,30000,,30000,0
14502728,44995,TC20,32000,,32000,0
14502728,44995,TC20,32000,31,31000,1000
14406048,44960,TC26,26000,26,26000,0
14436433,44972,TC26,20000,20,20000,0
14382882,44956,TC20,31620,32,32000,-380
14351777,44939,TC26,32000,33,33000,-1000
14388923,44953,TC20,5000,5,5000,0
14435517,44971,TC20,26000,24,24000,2000
14442490,44974,TC20,5000,5,5000,0
14475786,44986,TC20,23920,24,24000,-80
14482583,44991,TC23,5000,5,5000,0
14515761,45001,TC23,5000,5,5000,0
14506399,44998,TC23,23920,23,23000,920
14525482,45006,TC20,26000,24,24000,2000
14330812,44929,TC20,5000,4,4000,1000
14327899,44928,TC20,8000,4,4000,4000
14330860,44930,TC20,5000,3,3000,2000
14330815,44929,TC20,5000,4,4000,1000
14327900,44928,TC20,8000,4,4000,4000
14330863,44930,TC20,5000,3,3000,2000
14364712,44943,TC20,27350,28,28000,-650
14514116,45000,TC23,30000,30,30000,0
14436089,44971,TC23,30000,,30000,0
14465026,44985,TC23,30000,30,30000,0
14375534,44949,TC23,30000,28,28000,2000
14414370,44980,TC23,30000,30,30000,0
14333217,44930,TC20,37000,32,32000,5000
14480097,44992,TC20,28982,29,29000,-18
14346274,44937,TC23,37000,31,31000,6000
14390343,44957,TC26,5000,5,5000,0
14440979,44977,TC26,5000,4,4000,1000
14475045,44987,TRA,7000,7,7000,0
14475052,44987,TRA,7000,7,7000,0
14532828,45007,TRA,35000,14,14000,21000
14332589,44929,TRA,39000,31,31000,8000
14352572,44938,TRA,27000,27,27000,0
14482665,44988,TRA,7000,7,7000,0
14506313,44998,TRA,8000,,8000,0
14506313,44998,TRA,8000,7,7000,1000
14470221,44984,TRA,7000,6,6000,1000
14470227,44985,TRA,7000,7,7000,0
14488380,44991,TRA,7000,,7000,0
14488380,44991,TRA,7000,7,7000,0
14485409,44990,TRA,7000,7,7000,0
14476077,44990,TRA,7000,,7000,0
14460058,44980,TRA,7000,7,7000,0
14427389,44970,TRA,14200,7,7000,7200
14453593,44978,TRA,14000,8,8000,6000
14476106,44990,TRA,7000,7,7000,0
14460102,44980,TRA,7000,7,7000,0
14453596,44979,TRA,14000,,14000,0
14502659,44997,TRA,7000,,7000,0
14515751,45001,TRA,7000,7,7000,0
14485407,44990,TRA,7000,7,7000,0
14427350,44970,TRA,14200,7,7000,7200
14460064,44980,TRA,7000,7,7000,0
14456730,44979,TRA,14000,,14000,0
14476086,44990,TRA,7000,,7000,0
14476088,44990,TRA,7000,7,7000,0
14436184,44972,TRA,14200,7,7000,7200
14467148,44983,TRA,7000,7,7000,0
14467151,44983,TRA,7000,6,6000,1000
14506314,44998,TRA,8000,7,7000,1000
14506314,44998,TRA,8000,,8000,0
14456736,44979,TRA,14000,8,8000,6000
14476083,44988,TRA,7000,7,7000,0
14427390,44971,TRA,14200,7,7000,7200
14469739,44984,TRA,8000,7,7000,1000
14475658,44986,TRA,7000,7,7000,0
14506300,44998,TRA,8000,7,7000,1000
14506300,44998,TRA,8000,,8000,0
14515749,45001,TRA,7000,7,7000,0
14502672,44997,TRA,7000,,7000,0
14472237,44986,TRA,7000,7,7000,0
14467150,44984,TRA,7000,6,6000,1000
14510784,45001,TRA,7000,7,7000,0
14478127,44987,TRA,7000,7,7000,0
14493806,44994,TRA,11000,,11000,0
14493806,44994,TRA,11000,,11000,0
14495261,44994,TRA,7000,,7000,0
14495261,44994,TRA,7000,6,6000,1000
14478128,44987,TRA,7000,7,7000,0
14470247,44985,TRA,7000,7,7000,0
14528801,45008,TRA,7000,7,7000,0
14472233,44985,TRA,7000,7,7000,0
14491348,44993,TRA,7000,,7000,0
14491348,44993,TRA,7000,,7000,0
14491348,44993,TRA,7000,,7000,0
14491348,44993,TRA,7000,,7000,0
14491348,44993,TRA,7000,7,7000,0
14478132,44987,TRA,7000,7,7000,0
14472231,44985,TRA,7000,6,6000,1000
14502678,44997,TRA,7000,9,9000,-2000
14520554,45002,TRA,7000,,7000,0
14520554,45002,TRA,7000,7,7000,0
14469763,44984,TRA,7000,7,7000,0
14476070,44988,TRA,7000,7,7000,0
14453592,44979,TRA,14000,8,8000,6000
14476071,44990,TRA,7000,,7000,0
14457791,44979,TRA,14000,,14000,0
14460039,44980,TRA,7000,7,7000,0
14485411,44990,TRA,7000,7,7000,0
14460065,44980,TRA,7000,7,7000,0
14453598,44978,TRA,14000,,14000,0
14453598,44978,TRA,14000,8,8000,6000
14439642,44973,TRA,14200,7,7000,7200
14456734,44979,TRA,14000,7,7000,7000
14456734,44979,TRA,14000,8,8000,6000
14476073,44990,TRA,7000,,7000,0
14485408,44990,TRA,7000,7,7000,0
14485487,44990,TRA,7000,,7000,0
14495860,44994,TRA,7000,,7000,0
14495860,44994,TRA,7000,,7000,0
14510815,45001,TRA,7000,7,7000,0
14454985,44979,TRA,14000,7,7000,7000
14439641,44972,TRA,14200,10,10000,4200
14476076,44990,TRA,7000,,7000,0
14456815,44979,TRA,14000,7,7000,7000
14485403,44990,TRA,7000,7,7000,0
14487804,44991,TRA,7000,,7000,0
14487804,44991,TRA,7000,7,7000,0
14456774,44979,TRA,14000,13,13000,1000
14476081,44988,TRA,7000,7,7000,0
14436178,44972,TRA,14200,10,10000,4200
14436158,44972,TRA,14200,7,7000,7200
14476079,44990,TRA,7000,,7000,0
14456732,44979,TRA,14000,15,15000,-1000
14485405,44990,TRA,7000,7,7000,0
14506298,44998,TRA,8000,,8000,0
14506298,44998,TRA,8000,7,7000,1000
14472234,44986,TRA,7000,,7000,0
14472234,44986,TRA,7000,7,7000,0
14456727,44979,TRA,14000,,14000,0
14460100,44980,TRA,7000,7,7000,0
14427392,44971,TRA,14200,7,7000,7200
14510783,45001,TRA,7000,7,7000,0
14485410,44990,TRA,7000,7,7000,0
14436186,44973,TRA,14200,8,8000,6200
14476087,44990,TRA,7000,,7000,0
14475660,44986,TRA,7000,8,8000,-1000
14510813,45001,TRA,7000,7,7000,0
14506319,44998,TRA,8000,7,7000,1000
14506319,44998,TRA,8000,,8000,0
14478142,44987,TRA,7000,7,7000,0
14467149,44983,TRA,7000,7,7000,0
14506315,44998,TRA,8000,,8000,0
14506315,44998,TRA,8000,7,7000,1000
14379979,44949,TRA,15000,7,7000,8000
14475050,44987,TRA,7000,6,6000,1000
14492788,44993,TRA,12000,,12000,0
14492788,44993,TRA,12000,11,11000,1000
14337928,44930,TRA,7000,7,7000,0
14436335,44971,TRA,36000,27,27000,9000
14472467,44986,TRA,31000,,31000,0
14481446,44988,TRA,31000,27,27000,4000
14479030,44987,TRA,7000,,7000,0
14479030,44987,TRA,7000,5,5000,2000
14399141,44957,TRA,27000,18,18000,9000
14418978,44965,TRA,15000,12,12000,3000
14364718,44943,TRA,15000,7,7000,8000
14481605,44988,TRA,25000,21,21000,4000
14353444,44938,TRA,15000,7,7000,8000
14353433,44938,TRA,15000,8,8000,7000
14364724,44943,TRA,15000,7,7000,8000
14330634,44928,TRA,15000,8,8000,7000
14371277,44945,TRA,15000,6,6000,9000
14435499,44971,TRA,27500,13,13000,14500
14516916,45001,TRA,8000,7,7000,1000
14353958,44938,CON40,8000,5,5000,3000
14370098,44949,TC20,5000,5,5000,0
14325554,44928,TC20,5000,5,5000,0
14408131,44964,TC20,5000,5,5000,0
14479424,44991,TC20,5000,5,5000,0
14442418,44977,TC20,5000,5,5000,0
14396167,44959,TC20,30000,30,30000,0
14339290,44936,TC20,24000,24,24000,0
14405454,44963,CON40,17000,17,17000,0
14502506,45001,CON20,7000,7,7000,0
14443645,44978,CON45,4500,5,5000,-500
14470080,44986,CON45,4500,4,4000,500
14381012,44949,TC30,6000,6,6000,0
14345969,44939,TC30,6000,6,6000,0
14434276,44980,TC30,6000,3,3000,3000
14434277,44977,TC30,6000,5,5000,1000
14433021,44973,TC30,6000,6,6000,0
14338071,44935,TC40,35000,34,34000,1000
14502505,45001,CON20,7000,7,7000,0
14452425,44978,CON40,35000,30,30000,5000
14473427,44994,CON40,30000,30,30000,0
14416586,44972,CON40,30000,30,30000,0
14416586,44972,CON40,30000,,30000,0
14473428,44992,CON40,30000,30,30000,0
14440055,44974,CON40,35000,29,29000,6000
14331783,44931,CON40,30000,30,30000,0
14331129,44929,CON40,33000,33,33000,0
14405288,44967,CON40,30000,30,30000,0
14438555,44972,CON40,35000,30,30000,5000
14453815,44986,CON40,30000,30,30000,0
14400349,44963,CON40,30000,29,29000,1000
14405287,44966,CON40,30000,30,30000,0
14488114,45001,CON40,30000,30,30000,0
14336291,44936,CON40,30000,29,29000,1000
14453814,44986,CON40,30000,30,30000,0
14435427,44971,CON40,32000,30,30000,2000
14347325,44942,CON40,30000,30,30000,0
14490297,45001,CON40,30000,28,28000,2000
14347275,44944,CON40,30000,30,30000,0
14331784,44936,CON40,30000,30,30000,0
14340136,44939,CON40,30000,30,30000,0
14506241,44998,TC23,5000,5,5000,0
14455790,44979,TC23,5000,5,5000,0
14362198,44943,TC26,5000,5,5000,0
14396171,44958,TC26,5000,5,5000,0
14521023,45005,TC23,5000,5,5000,0
14392458,44956,TC20,23750,24,24000,-250
14369948,44945,TC20,28760,21,21000,7760
14424485,44970,TC20,26760,26,26000,760
14506261,44998,TC20,31000,,31000,0
14506261,44998,TC20,31000,30,30000,1000
14330677,44930,TC20,25100,25,25000,100
14397378,44956,TC20,34000,28,28000,6000
14364782,44946,TC20,27520,28,28000,-480
14347484,44936,TC20,27000,21,21000,6000
14508477,45000,TC20,30670,30,30000,670
